,VIN,Market_Value_Mean,Market_Value_Std,Count
4061,WDBRF40J25F643846,5740.9,1397,191
4062,JM1FD3317P0209301,48808.56,15308,26
4063,1FTEW1E56KKC78844,43827.94,6269,47385
4064,2GTFK29K4S1585693,5987.0,1358,11
4065,WDBUF77X87A997277,18683.52,3999,50
4066,WP0AB2A92HS123130,123437.91,14581,512
4067,WP1AF2A23ELA38809,31765.94,5527,156
4068,WDBAB23A4BB250751,9980.27,2662,3
4069,WAUXU64B32N030825,12845.88,3643,8
4070,2B4GH2532RR712189,3097.09,138,2
4071,JM1FC3514J0105954,15683.94,3670,15
4072,WP0AC29968S792230,178397.03,44739,12
4073,SAJWA6ET9H8K43401,43747.63,4448,286
4074,WF0DP3TH1H4122349,37789.68,4115,898
4075,WBAGN83554DK11096,11698.86,3402,3
4076,JM2UF1117G0522630,3997.34,1001,6
4077,5TDBT44A06S276789,9700.29,2317,272
4078,WUA1CBF25NN900065,135762.25,11713,142
4079,4USDU53567LV34651,19732.7,4331,52
4080,JTMHY7AJ2D4012838,44456.42,7001,136
4081,JHMED836XLS002824,10000.0,0,1
4082,SAJDA15BX3MF50662,10094.89,1405,8
4083,WUAAU34269N002683,80538.8,10401,106
4084,WDBJF65J11B246504,4903.59,1316,70
4085,1FTJW36G1SEA25732,12864.59,4025,70
4086,JT6HT00W7X0040785,12807.67,3177,54
4087,JT8BH28FXY0180099,7889.97,1532,27
4088,4USCH3343YLF43016,10876.9,2546,49
4089,5UXFA93565LE83195,8462.85,2118,9
4090,5YJSA1E24FF118021,45262.46,6232,374
4091,JT3HT05JXY0080404,13966.66,3285,109
4092,2G1FZ1EE5F9701022,59399.59,8492,104
4093,WBA3R5C56FK370886,30519.49,5015,401
4094,WDDYJ7JA1JA018282,116704.97,9847,44
4095,WBS8M9C55J5L00634,67138.06,7295,1075
4096,WDDHF7HB0AA110550,24696.3,5002,47
4097,JF4GG226X5H056486,6903.05,1800,20
4098,WBAUT9C56BA189803,12039.76,2010,21
4099,WBSDE93451BZ97386,32576.16,6726,16
4100,JTEBU14R338000944,8385.19,2057,485
4101,WP1AC29P68LA83840,18280.72,4423,74
4102,JF1GR89628L834071,19055.97,3533,128
4103,WBSDE9340YBZ95894,29754.47,7638,28
4104,2MEFM75V46X640247,6880.37,1746,148
4105,JM1NA3538R0500671,10551.83,2550,15
4106,WBSEH93406B798037,22121.12,4008,43
4107,1G6DV1EP9C0121700,39772.71,6596,245
4108,WDDEJ76X18A010564,27257.85,7117,20
4109,WBAUP935X9VF46054,11045.04,2513,293
4110,YV1RH527562539728,9566.57,2814,16
4111,YS3FH79Y146008477,7358.34,2188,12
4112,WP0AA2993YS620548,29524.45,6042,54
4113,WBSDE93443CF93270,37973.51,12339,20
4114,WDBUF76J46A839000,16675.94,4373,13
4115,WDBUF76J26A884727,16675.94,4373,13
4116,WBAPT7C52AC237463,12310.22,2884,40
4117,WBSVA93508E041136,29225.34,5695,356
4118,WAURD68D81A014372,13834.12,4471,17
4119,4USBT33555LR70404,11237.03,2685,170
4120,WBAHE5327SGA64660,12377.5,5115,2
4121,JTJHT00W364011426,22362.72,5155,141
4122,ZARBB32N2M6009286,15195.65,4344,11
4123,5UMBT93577LY53172,26316.37,3316,31
4124,WAUKA84A3SN121759,14900.0,0,2
4125,WUAAU34269N001159,80538.8,10401,106
4126,JT3HJ85J2T0128166,19469.1,4314,20
4127,1G1Y52D91K5800524,176131.21,28024,172
4128,1FA6P8JZ6L5552004,75038.54,9085,194
4129,WBSKG9C55DJ593489,41292.16,9070,229
4130,WBSWD93528PY42747,29225.34,5695,356
4131,1G1YY36W485102269,31768.08,4944,368
4132,WP1AB2A56HLB18308,45527.86,5587,1017
4133,WMWSX3C59CT408056,12669.84,2612,122
4134,JT1V0LJ7009018442,27735.05,5130,4
4135,WP1AC29P05LA91475,12664.17,2944,34
4136,WP1AC2A2XBLA86389,30540.62,6118,130
4137,WUARL48H05K900377,11723.72,3097,38
4138,WP0AB2A97DS122842,86531.47,11303,265
4139,3GCUKSEJ7EG460560,29347.06,4323,5624
4140,5YJSA1CN0CFP01307,33455.86,4158,16
4141,JTEBU11F570014259,17256.33,3330,2460
4142,WDDHH8JB0GB211276,37240.95,4838,127
4143,WP0AA0950GN150753,24063.92,7049,36
4144,SAJWA73B94TG20318,11304.48,2692,34
4145,WBS6C9C5XFD467823,49997.51,7276,73
4146,5YJ3E1EB6KF437424,48262.24,5588,2613
4147,WAURV78T29A023896,17793.92,3526,162
4148,JM1NDAD78G0117455,25125.45,2857,898
4149,JTDDY32TXY0017869,5871.03,1606,38
4150,1FA6P8CFXH5217502,34884.31,4194,4834
4151,JF1ZCAC14J9603562,29283.45,2284,261
4152,1FT8W3BT2HEF43584,61155.04,10353,6830
4153,WDBUF76JX4A500545,18041.62,4134,19
4154,2G2WC54C451343008,5799.88,269,3
4155,WBAUT93599A189708,11104.15,2300,15
4156,SCCPC11165HL30235,49786.62,7820,56
4157,1C6JJTBG8ML527731,60213.18,6218,6299
4158,SCA1S68414UX07168,105313.58,17575,24
4159,JN1AZ34E26M354737,12886.06,2843,288
4160,WBAAG3308C8050385,11858.5,2809,5
4161,JH4KA7665SC001915,7748.13,3178,2
4162,WDBSK76F25F087071,26515.53,5550,18
4163,1C4RJFDJ0JC436731,62891.64,7196,496
4164,WBSBR93402EX23153,20534.7,4952,115
4165,WMWRE93536YB72022,7319.32,1677,305
4166,JF1VA1G60F9834539,22781.52,3244,758
4167,SCBLC31E4YCX05266,30098.94,5654,8
4168,JTHBP5C20C5010189,43112.54,6128,38
4169,WBSWD93529P362001,28818.33,5557,147
4170,WDDKK5GF1BF083941,21883.38,4797,384
4171,1ZVFT82HX65110677,13565.53,3254,1089
4172,SAJWA6DA1FMK14785,53725.58,6932,165
4173,1FTRX18L32NA19994,6959.99,1844,982
4174,JT3HT05J5Y0086448,13966.66,3285,109
4175,KMHGH4JF0BU034867,14816.2,2742,183
4176,JA3BN74K2PY005287,16598.33,1569,3
4177,5YJSA1E61MF442799,188888.5,1430,2
4178,JHMAP21258S001316,34483.13,7839,49
4179,WBAGJ8326WDM16642,4649.53,1313,10
4180,WBABD53405PL17409,9026.89,2180,110
4181,4USCJ3320VLC03904,10244.8,2788,59
4182,JTJHT00W864019134,22362.72,5155,141
4183,2HGED736XMH008077,20300.0,3111,2
4184,5YMGY0C57DLL15789,28259.27,5179,110
4185,WBA3B9C58DF140655,20390.47,3570,567
4186,WUAYU48H28K800214,36882.73,7136,16
4187,JT3HN86R020379467,8117.14,2021,284
4188,WBAUT9C5XBA191683,12039.76,2010,21
4189,WVWLF7AU4GW141540,31162.6,3561,752
4190,WBSNB93578CX08860,23509.35,5348,92
4191,WBSKG9C5XDJ593276,41292.16,9070,229
4192,JT3FJ60G5G1134843,28198.83,6917,6
4193,WBSDE9344YBZ94988,29754.47,7638,28
4194,2G1FK1EJ8A9150546,22945.24,4694,1890
4195,SCFAD01A56GA05473,65426.23,11860,6
4196,WBANW53598CT34432,9905.25,2047,136
4197,JTHBP5C26B5009157,38021.05,6803,36
4198,WDBFA67F6WF170274,11856.81,2845,71
4199,WP0AB29846U784333,32469.22,5317,203
4200,WBADN53433GF71380,12431.59,3900,19
4201,1J4FA69S13P338821,15771.64,3646,69
4202,SALLDHMV7BA240897,134379.04,42479,5
4203,SCBCR63W04C022383,41728.45,7763,39
4204,WBAUC9C50CVM12153,19177.71,3746,190
4205,1FA6P8AM7G5321896,21785.16,2813,1513
4206,WP0CB29888U732148,32874.24,6477,52
4207,WDDHF9AB4BA504995,17041.77,3205,152
4208,WAUBGAFL0FA090794,30025.14,4016,313
4209,4S4BT63C555108001,11141.46,2394,42
4210,JN1RZ24D1RX546075,9276.38,2521,8
4211,SALLDVBV7FA370383,88945.02,23933,5
4212,ZFFEW59A170153799,151910.35,21799,75
4213,WDDEJ76X57A003986,23175.85,5237,11
4214,3GNGK26G91G193469,8852.4,3030,40
4215,WBA3A9G55FNN73386,25312.76,3372,356
4216,1GCPTEE16J1302134,40778.26,3850,1492
4217,WBSBG9331XEY83031,18065.14,4662,65
4218,JT8JZ31C1P0010422,8336.55,795,4
4219,JA32Y6HV3BU030995,10777.13,2213,5
4220,SALMF1E4XCA362569,23480.15,4816,173
4221,WBANV93598CW51413,8360.61,1761,267
4222,WBA3A5G53ENN66251,17414.75,3227,1637
4223,3C3CFFFHXDT613638,13202.71,2842,665
4224,5UXFG8C53ALZ94685,17689.55,3145,30
4225,WDBWK54F87F161900,14005.82,3401,153
4226,SCFAD01A17GA07755,48971.72,3455,9
4227,WP0CA2981WU620632,12475.13,2891,71
4228,WUAW2CFC8FN900392,52258.21,11906,139
4229,JH4DB7661SS001499,5299.0,0,1
4230,WBSEK93528CY79502,23223.93,4589,58
4231,JN1CZ04S3CX625862,22098.93,6430,14
4232,WUADU78E68N900398,38638.14,10858,32
4233,JT3HJ85J7V0159450,20494.35,4764,20
4234,WBSBL93406PN63982,25657.39,5572,101
4235,WDDGF77X99F236896,23971.06,4817,109
4236,1G1YT2D63G5610906,79349.66,8602,765
4237,TRUUT28N711023281,8924.11,2288,150
4238,1FA6P8CF6G5322603,32816.03,4162,3700
4239,WBSBR93446PK12569,25657.39,5572,101
4240,WBADN63453GN88863,12431.59,3900,19
4241,WDBBA45A3CB010933,13408.24,3248,40
4242,WP0AB2A9XFS125673,103999.45,16080,246
4243,JH4NA126X3T000003,95800.0,0,1
4244,WBA3A9C58EF686392,22623.14,3460,331
4245,WP1AC29PX8LA91536,18280.72,4423,74
4246,WBAAD1307H8832973,16049.19,4340,15
4247,4JGBB77E39A456462,20035.78,3234,26
4248,JF1GD70635L501167,20902.15,4171,65
4249,JM1NDAL74J0203712,29286.1,2884,49
4250,1FAFP42RX3F446964,11889.33,3198,305
4251,JM1FC3318J0631958,8248.97,1890,4
4252,WAUBGAFL6DA102685,22634.16,3924,372
4253,1VWDC017XEV093802,10449.5,354,2
4254,SALWZ2REXLA722125,133897.45,9069,184
4255,WDBPJ78J32A021891,9956.43,1792,12
4256,1HGCV2E38KA029676,28453.75,2486,9562
4257,WBAUC73539VK80857,14732.61,3035,116
4258,1FTEF14Y6TLA84225,6207.23,2035,95
4259,SAJJA41B8YPA07679,14841.47,3284,25
4260,1C4BJWDGXEL106963,27182.82,3521,4435
4261,WBADX7C55BE242282,16801.08,3884,925
4262,1J4FA69S54P777957,17117.04,4086,209
4263,WDBGA76G0WA380709,14995.0,0,1
4264,W1NYC6BJ4MX420434,179322.61,32912,1032
4265,SALLDVAB8FA359544,70922.81,14339,8
4266,WVWEE4509PK003128,11219.75,3932,5
4267,WDCYC5FF1HX280916,102204.87,13790,185
4268,WDDWJ8HB5HF428270,69066.0,7510,185
4269,WDBFA63E8SF116076,10218.04,2600,18
4270,JTEBU14R070112010,12269.12,2521,1069
4271,SCEDT26T5BD001216,120999.8,30561,4
4272,WAUH2BFC2GN154276,41291.19,5172,120
4273,1J4GL48535W680651,5584.31,1334,525
4274,2HGEJ634XYH110972,4859.18,1505,16
4275,WDBTK77G27T085353,27748.94,7069,14
4276,3D7LS38C85G772102,20913.58,4893,336
4277,WBSPM9C59BE698928,33375.0,6760,466
4278,1FA6P8CF1K5195977,40577.63,4492,4538
4279,WBSBR93481EX20905,23895.88,6298,31
4280,WDBFA63F3VF150780,8912.56,2642,25
4281,1G1YY3186J5102577,12355.5,2828,67
4282,JTJHT00W713506274,14130.58,3573,64
4283,JF1ZNAA16D1700147,17245.84,3007,1796
4284,ZARBA5569H1052092,17527.86,5377,5
4285,WDBRF40J05F618265,5740.9,1397,191
4286,WBSNB93597CX07241,20213.0,4377,27
4287,WVWPD63B03P295941,4471.91,1033,63
4288,WBSEH93466B797944,22121.12,4008,43
4289,WP0AA29922S620533,36002.14,7784,99
4290,JN1CZ24HXMX504733,19808.84,5255,13
4291,1FALP47V7VF169685,15475.56,3672,60
4292,SALSF25429A210033,12034.43,2339,203
4293,WDBPJ79J85A043937,33495.4,10359,9
4294,WDBEA36E9RB993196,34631.7,7539,3
4295,WDBUF76J75A784475,18482.23,4605,26
4296,WDBJF74H5XA948733,12534.8,1660,5
4297,5YJSA1E45GF142816,67568.96,8962,307
4298,4T1VK12W1PU108861,6994.0,0,1
4299,SCFAB42362K402336,35732.41,8362,8
4300,WDDYJ7JA8GA005828,98160.54,12289,436
4301,JTJHT00W654001004,17898.68,4512,77
4302,WVWDB4500LK014100,10462.43,3354,4
4303,WP0CA29992S650184,31831.33,6226,189
4304,SALSH2E43BA291205,18600.45,3575,253
4305,WBA5B1C5XGG131061,27542.04,3395,680
4306,WDBGA70G1VA347810,11642.3,3365,8
4307,WBA3A9G52DNP36993,21677.73,4111,890
4308,1G8MB35BX8Y130236,13507.84,3162,167
4309,WDCYC7DF4GX243081,113213.79,15448,390
4310,WBSDE9348YBZ95187,29754.47,7638,28
4311,WVWWF7AU2HW112102,34180.66,3522,659
4312,WBSCM9337XLC60301,43696.55,8025,15
4313,WV2NB47071H139981,25521.49,6271,7
4314,JH4DC53056S021004,12474.33,2129,46
4315,WBA3B3C50DJ810192,15123.22,2750,2420
4316,WAU4GAFBXBN045929,17536.5,4280,8
4317,3C3AY75S65T338033,5809.2,1620,107
4318,WBABS53493JU98547,7875.55,1837,47
4319,WBAAB5402H9802379,9997.42,2254,7
4320,JF1ZNAA1XJ9700391,26112.06,2080,75
4321,JT4RN13P4P6049717,10825.3,3929,11
4322,1C3AN65L25X032365,12988.85,3035,315
4323,WBAEV53464KM07539,6830.24,1791,29
4324,JTEBU5JR7L5751137,45622.24,5958,9308
4325,2C3CDZC9XKH699690,71725.78,7253,309
4326,WP0AA2A93BS706266,66778.61,13595,11
4327,YV1SJ527472658409,12566.37,2417,3
4328,WV2MB47033H030402,18589.49,5191,37
4329,JM1NB3538Y0150583,9688.49,2105,110
4330,WBSNB93586B582818,20989.5,4961,118
4331,WDDHF7GB4FB098096,53454.76,9269,112
4332,WBA3G7C52EKN36577,20171.07,3737,148
4333,WDDGF77X38F153415,21719.52,4031,17
4334,1G1YY12S545119681,29275.84,5704,148
4335,WBSBR93412EX22562,20534.7,4952,115
4336,WDBVG78J24A000524,107175.08,16473,4
4337,WBSNB93557CX07673,20213.0,4377,27
4338,WDDNG71X27A117532,13544.97,2944,836
4339,JM1BK34L991230250,9674.6,2116,48
4340,1GDCT18Z2N0810889,27015.08,6826,12
4341,1GNET13H482254354,18699.03,3613,63
4342,JT6HJ88J1T0149542,16301.39,4686,8
4343,5TFLU4ENXFX141137,30284.63,4059,3800
4344,SALTY1241YA266881,8988.32,2290,6
4345,JM1NA3513P1407790,9295.97,2699,26
4346,1FTEW1EF2GFC32890,33337.87,5334,28628
4347,1GKGK26U63R270272,12307.84,3434,10
4348,JTEHT05JX22029990,14276.25,2775,62
4349,WDBUH83J15X167879,8735.42,2009,23
4350,WBS3R9C5XFK331849,45802.17,5631,1089
4351,JTMCY7AJ0M4101477,109323.2,9749,169
4352,ZAM45VLA5G0163186,65225.8,10542,133
4353,1G1YY32G9Y5106784,20089.16,3850,325
4354,WDDHF0EB3EA854483,22052.44,3852,147
4355,JF1ZNAA14H9703104,25346.3,2800,939
4356,JH4DC2396YS004762,17244.83,1060,2
4357,WAUKF78E18A112857,7821.12,1764,59
4358,JT3HN86R8W0167499,6840.81,2040,87
4359,SCFBF04B78GD08924,50811.58,7415,45
4360,JM1NA3534T0704083,10840.6,2922,21
4361,JT8UZ30C5N0007342,11087.27,3242,29
4362,JTEBU14R868066507,11226.95,2339,1080
4363,WUAW2AFCXEN903104,55749.58,7314,151
4364,5UXFA53572LH79993,4983.63,1237,80
4365,WDDHH7GB5EB055721,50283.13,9006,216
4366,1G6VS3382MU126705,9522.77,2608,22
4367,1FTEX1E62AFD80316,14437.43,3203,2450
4368,1ZVBP8JS6C5257591,45472.78,6368,219
4369,SAJWA6AT9H8K38818,43747.63,4448,286
4370,WAUPNAF41HA164344,28535.62,3317,1551
4371,JHMED9366LS010912,6865.29,2416,3
4372,SALWZ2FE0HA131149,76589.11,9272,179
4373,JS4JC51VXH4130890,8393.65,2691,15
4374,1G1YY12S335118219,29279.01,5643,244
4375,WBANV9C52AC136842,10057.75,2234,174
4376,1G6AN5SY8G0188365,43389.64,4787,304
4377,WDBFA67F2WF160650,11856.81,2845,71
4378,1C4BJWCG5DL533404,27589.35,3620,370
4379,SHHFK8G74KU204082,35193.13,7191,883
4380,WBAPM7G54ANL88901,11990.25,2820,29
4381,TRUUT28N911001024,8924.11,2288,150
4382,YV1AH852X81070370,10207.43,1449,6
4383,JM1NA3516L0131945,11342.12,3059,77
4384,WP0CB29882U662982,18274.74,3580,105
4385,WP0JB0924JS860850,36173.67,9377,7
4386,WBAAB5404G9632623,10648.83,3336,6
4387,JA3BN74KXPY038537,16598.33,1569,3
4388,WDBLK70G7YT036015,7324.02,2146,21
4389,JT4VN36H2N0012325,7453.28,1718,15
4390,WVWAH63D748009073,18494.34,4355,5
4391,WP0AA29904S620713,42739.2,9537,110
4392,SALTW19404A856589,11487.28,2738,56
4393,4USCK5339XLE95265,20086.66,5777,5
4394,WBACB3310PFE14626,4097.96,1440,3
4395,WAUB4AF42JA099149,42515.17,3474,545
4396,JA3AH86DX4U070155,26998.67,3225,6
4397,3FMTK4SE6MME03373,63995.0,0,1
4398,1GNEV18K9HF172451,19722.07,4585,3
4399,2D4GZ48V55H688790,6026.18,1467,114
4400,1FMEU15H1SLA98015,22122.93,4969,75
4401,WD4PE7DC7E5890512,41501.23,8598,53
4402,WDBJF25H6XA759283,6647.3,1237,4
4403,WBAEV53462KM20773,5176.48,1028,19
4404,1GBEG25K8M7103532,10219.64,2578,4
4405,ZARFAEAV2H7535435,54066.35,6487,152
4406,WDBAB93A1BN000858,22627.63,3574,2
4407,WDBSK7BA7BF165513,35579.18,5863,231
4408,SCFAB42302K402817,35732.41,8362,8
4409,JHMBB6149YC800702,8031.57,2365,14
4410,JT4RN62S3H0158399,13299.05,4201,6
4411,1GCJK391X1E319602,14720.3,3531,90
4412,WDBGA32E0NA066179,10162.84,3255,3
4413,WP0AA0957GN153567,24063.92,7049,36
4414,2G1FP22P5R2132784,12598.11,3316,92
4415,WDDKJ5GB6AF013933,13804.44,2732,1010
4416,1GT42YEY6JF262922,68127.53,7332,768
4417,WAURVAFD4CN020006,21030.57,3862,282
4418,1G1YB2D70K5101294,59891.05,5876,995
4419,WP0JB0929GS862599,26364.63,8024,16
4420,JT6HJ88J6T0132588,16301.39,4686,8
4421,WBACN334X1LM03494,10876.16,2687,107
4422,WBAEJ13492AH61629,221105.88,38259,21
4423,WBADR63423GN92650,11869.0,2730,2
4424,WAUBGAFL6CA058234,19068.2,3846,242
4425,WBS4Y9C59JAC87321,63475.46,8121,756
4426,JF1VA2E63M9807454,42202.05,3150,600
4427,ZAMBB18A530010562,24275.02,5648,5
4428,WMWRH33566TF86364,7319.32,1677,305
4429,19UUA65514A027845,5895.92,1451,340
4430,WBAGG8347YDN76919,10080.23,2170,5
4431,WDDXK8CB6HA019071,66712.11,14360,690
4432,JN8AR05Y6WW218611,4347.66,1019,23
4433,1FAFP45X7XF133340,11369.9,3216,100
4434,WBAEV53435KM41116,6459.05,1353,21
4435,WMWXM9C57K2F66419,33866.71,2934,155
4436,JT8BF28G110306452,5160.56,1164,132
4437,JTEBU14R68K013987,13659.29,2770,984
4438,WBAAD1304H8832154,16049.19,4340,15
4439,1G6A15S61J0117509,81871.31,6763,172
4440,6G1MK5U24DL827181,11249.67,2606,92
4441,5YJ3E1EA9JF155137,46433.81,4352,3544
4442,1FA6P8JZ0H5522309,60282.63,7425,684
4443,WBS6E9C59GG393773,55541.68,7432,77
4444,JT2SW22NXM0022792,22540.45,4448,7
4445,WDDWJ8HB4HF482563,69066.0,7510,185
4446,SALTY19484A867947,11487.28,2738,56
4447,JT2ST87F2M0091781,2850.0,0,1
4448,JTHBP262985002044,30746.44,4681,112
4449,SCCLMDVN2HHA10783,80551.75,7901,37
4450,3VWJA7ATXFM609831,24274.18,5339,92
4451,WDBAB93A6DN016587,14449.62,636,2
4452,WMWSU9C50DT722045,22132.75,5005,136
4453,SALGR2VF2FA226372,43091.8,5357,18
4454,WDBUF76JX5A715490,18482.23,4605,26
4455,1B3ES66S83D229732,11058.03,3004,7
4456,WBS3R9C5XFK331575,45802.17,5631,1089
4457,WDCYC7DFXEX219929,91130.48,11858,214
4458,WBA3D5C58EF147111,17217.2,3291,234
4459,WBSBR93421EX20320,23895.88,6298,31
4460,1J4FA49S66P718522,15660.41,3375,270
4461,JN1AZ36A56M458388,12827.7,2860,294
4462,WDBFA67FXVF144582,12587.66,3656,42
4463,SAJWJ6DL0GMK27756,61274.41,6961,255
4464,JTEBU4BFXBK115262,27509.73,4948,491
4465,WDBFA67F9WF167336,11856.81,2845,71
4466,JM1NDAC75H0122101,26395.89,2868,127
4467,JT6HT00W4X0047726,12807.67,3177,54
4468,1G8ZK5576RZ220864,3497.66,615,4
4469,WUARL48H65K901260,11723.72,3097,38
4470,WVWCC515XNK000658,11397.43,5087,2
4471,WBABW53405PL52266,9026.89,2180,110
4472,WP0CA2988XU628860,12951.82,2964,178
4473,JH4DB7565SS016119,5299.0,0,1
4474,1J4GL58K47W571176,6895.89,1645,245
4475,WDBAB33C3FA247701,10949.04,3583,13
4476,1G1Y42D99K5801682,176131.21,28024,172
4477,JT3HJ85J7V0183764,20494.35,4764,20
4478,YS3AL35L3K3019846,8900.0,0,1
4479,1FAFP42X2XF189481,11369.9,3216,100
4480,5YJXCDE22HF040200,74383.55,8978,706
4481,1G1BL52P7TR194459,24143.64,6271,110
4482,WUADU98E88N902505,38638.14,10858,32
4483,2G1FP32P4T2101376,10870.47,2929,52
4484,6G2VX12G44L285346,16050.09,3756,185
4485,WDBUF76J74A553249,18041.62,4134,19
4486,WBAGG8345YDN80645,10080.23,2170,5
4487,WDBWK73F78F177181,24466.53,5380,17
4488,WMWMF73528TT93846,7955.95,1673,391
4489,SCCDC0823XHA15748,62991.0,0,1
4490,1G1YA2D47M5101952,99073.22,10778,795
4491,WBSWL93528P330229,29225.34,5695,356
4492,1GNGK26U75R100069,10473.63,2761,45
4493,WBACE81080EU95320,12249.64,848,2
4494,WUARU78E97N905809,34986.2,6891,21
4495,4JGDF7FE6HA913794,68864.2,9418,175
4496,WP0CB29989S755774,66970.98,12714,103
4497,SAJWA01A48FN85612,8258.62,1813,37
4498,ZFFYU51A210123166,129418.0,37109,8
4499,SAJNV5843JC146129,13664.07,2530,10
4500,WBAHD6320SGK81425,15597.14,3489,6
4501,WBAPN7C53BA950069,12976.95,2879,176
4502,1B3BV51K2GG236868,10950.05,5727,2
4503,WBAAD1305H8832339,16049.19,4340,15
4504,SALAG2D45CA634131,17936.56,3548,294
4505,WP0AB29807U782077,32706.63,6081,149
4506,JT2SW22J8M0004269,24257.24,7195,3
4507,SALLDHAV7FA360813,206293.7,29108,3
4508,1G1YY26E375128796,44123.42,6579,282
4509,1G1FK1R61J0110776,63948.91,5348,702
4510,1J4FF58S31L537659,7979.72,1978,32
4511,WBSNB93528CX09821,23509.35,5348,92
4512,1G1YY33P0P5113166,17121.01,4182,63
4513,1GTHK29D67E175073,20215.04,5137,302
4514,WDBCA32C8FA191123,5631.23,1956,6
4515,SALHV1245NA611677,20729.78,5815,5
4516,WDBTK75G45T053570,10507.33,2670,113
4517,WBAUC73558VF22310,12869.56,2743,160
4518,19UUA65515A038359,6377.66,1542,524
4519,WP0CB29872S660104,18274.74,3580,105
4520,WP0AA29987S710521,48643.68,8835,79
4521,WAUFB0812GA019071,3000.0,0,1
4522,1GCHK33W1FS158858,14337.5,4847,4
4523,4JGAB74E6YA164254,7103.16,1391,9
4524,WBSWD93528PY40447,29225.34,5695,356
4525,WAUBGAFL7DA164094,22634.16,3924,372
4526,WDBLJ70G31F171516,5761.22,1179,7
4527,WBAKN9C57GD962138,32352.68,4065,164
4528,JN1AZ4EH6LM821720,39987.44,5504,543
4529,SALJY1246VA718942,15979.93,3543,7
4530,5TFCZ5ANXHX116528,35094.37,4144,10880
4531,WBAUU3C54BA950998,12098.14,2500,80
4532,1FTEW1E52KFC89204,43827.94,6269,47385
4533,JN1CZ24H1MX502918,19808.84,5255,13
4534,WMWSV3C57CT386984,12621.17,2774,737
4535,JT3HJ85J3V0186578,20494.35,4764,20
4536,YV1MJ682972312527,7343.19,1669,26
4537,WBAEN334X2PC10767,6183.17,700,6
4538,WBS3U9C53FJ968392,45802.17,5631,1089
4539,1G1YZ23J6L5802481,32597.71,7981,35
4540,JT2SW22NXP0080180,21925.05,8584,2
4541,2FTHF25M7MCA60915,10342.62,2336,2
4542,WBAEV53495KM40472,6459.05,1353,21
4543,WDBUF76J96A942171,16675.94,4373,13
4544,SALSH23476A928363,10039.89,2104,71
4545,1FAHP2KT5GG158567,24758.7,3587,282
4546,JF1GG29622G807729,8387.52,2146,35
4547,WP0CB2A82DS132842,53258.38,7328,277
4548,WDDHH8HB4BA220034,17377.07,3882,149
4549,WDCYC6BJ2KX319357,173351.48,16072,360
4550,SAJGX204XXC033560,10047.04,2038,67
4551,JM1NA353XS0603533,11506.25,3399,32
4552,3TMGZ5AN9HM075512,37409.99,3525,793
4553,WDDHH8JB5EA976311,26136.77,4230,170
4554,WBABB2309J8855564,11401.53,3636,16
4555,WDBFA68F81F197807,15110.5,3607,50
4556,JTJHT00W764006536,22362.72,5155,141
4557,WP1AA2A2XCLA03146,22312.47,3907,306
4558,3GKGK26F8TG508267,6846.47,2067,7
4559,5YJ3E1EA8KF300301,48262.24,5588,2613
4560,5TFCY5F16AX009541,18715.51,3955,2346
4561,JM1NB354740407042,17594.93,3962,35
4562,WBS1J5C50J7B61913,53908.14,4820,104
4563,1FT7W2BT2KEC34419,61994.47,10617,12722
4564,1J4FJ37L5LL222538,6236.49,1755,2
4565,WDBDA34D2HF376395,14745.0,6710,2
4566,5YMGZ0C54BLK13991,24665.34,4222,35
4567,SALWZ2EF6GA546565,68840.38,9345,145
4568,4JGFB8KB7MA274356,145507.03,16155,307
4569,JM1NA351XL0116011,11342.12,3059,77
4570,JA3AN74K4RY008173,30728.21,5429,9
4571,1G1YY225XT5600850,20107.83,4846,42
4572,WBALM1C53EE634201,36225.84,4618,27
4573,WP0AA0921HN451491,11742.92,3981,12
4574,WDDEJ7EBXDA031350,42977.56,6099,9
4575,JN1HZ04SXCX452699,22098.93,6430,14
4576,WP0CD2A88MS232678,123611.31,12795,90
4577,5GRGN23U66H105614,21647.26,4873,456
4578,1GT40FDA3NU100469,115139.0,0,1
4579,JT3HJ85J7T0146694,19469.1,4314,20
4580,JT3FJ80W0M0011388,16074.45,3441,18
4581,WBAEG1317MCB42202,27944.79,7231,21
4582,JN1CZ24H0MX505910,19808.84,5255,13
4583,ZHWGU22T58LA06127,126866.81,16729,52
4584,1FMDE5CP1MLA71510,69492.05,7768,2
4585,WDBSK74F04F067029,24819.14,5315,56
4586,SCFCV81C5CTL15256,217500.0,0,1
4587,JTEBT17R268033579,12718.55,2983,290
4588,WBSDC9300J2791167,81705.02,15224,4
4589,1G2WP14T8LF276996,9995.0,0,1
4590,WAUBGAFL3DA251829,22634.16,3924,372
4591,JTJHT00W043537550,18505.94,4205,83
4592,1G1YA2D4XM5105137,99073.22,10778,795
4593,JA3AH86C16U044490,33604.48,8420,66
4594,JT3FJ60GXH1137027,23515.33,8083,12
4595,WBAEC8419J3266807,13173.36,3917,9
4596,1FALP47V1VF119333,15475.56,3672,60
4597,JM1BJ227X30644914,5291.75,2151,4
4598,5YJSA1E41JF291473,84721.34,6786,454
4599,WBSNB93597CX07398,20213.0,4377,27
4600,WP0CA29893U623872,15227.75,3186,137
4601,JT3HT05J9W0001687,15643.0,4145,40
