,VIN,Num_Days
4181, SALTY19444A866326,444
4182,JF1SG69627H730735,433
4183,WDDZH6JB9KA684259,333
4184,NM0LS7BN3BT062080,90
4185,1GKET12S446177370,259
4186,WBAAG95040CL36257,90
4187,WDBHA33G7XF845055,150
4188,JA32W5FV1AU004767,90
4189,WBSCD9322VEE06449,593
4190,1G4AZ67YXDE430535,543
4191,SAJWB6A68G8K31641,172
4192,WBSBG9322VEY75668,90
4193,ZARBAAC44FM139579,145
4194,JN1BZ34EX7M552763,90
4195,1G1FH1R77G0146309,139
4196,1G1YM2D73G5111433,329
4197,Y33-005388,90
4198,1FMEU15H7SLA36862,481
4199,WBSLZ9C59FD651247,279
4200,WP0CA2A93CS140071,90
4201, 19UUA75558A031117,111
4202,1FAFP46V6XF164124,669
4203,ZAMBC1106FA305506,494
4204,WDBJF70J8YA968307,531
4205,JT3VN39W8P0095180,558
4206,3GNEC16R0TG172190,319
4207,2G1FT1EW8D9217157,181
4208,JH4DC2397YS001160,126
4209,1FA6P8TH3K5175716,334
4210,WDDUG7JB0FA097473,348
4211,WDBSK75F85F095421,465
4212,JHMAP21416S002350,222
4213,137PH84396E232704,259
4214,JTDDY32T620061665,721
4215,1C6HJTAGXLL172494,231
4216,WDBTK75G74T011201,608
4217,JM1NB353XX0130608,353
4218,3C3CFFFH7CT299204,228
4219,VF37CRFT230478890,235
4220,JNKCA21A7XT751214,651
4221,WBSDE9341YBZ95418,90
4222,1FMSU43F91EB02465,319
4223,SALLDVAF7HA701722,497
4224,1G4EC33L9MB900387,180
4225,YV1SJ52Y042365045,166
4226,WAUXL68E34A175901,116
4227,WDDEJ8GB7AA025102,90
4228,WDBBA48D6JA085232,307
4229,WBAVS13547FV95081,553
4230,WAU2GAFC9GN018986,133
4231,WV2ZA0256BH031546,468
4232,WV2EB47011H099428,123
4233,WDBSK76F55F086769,90
4234,JT6HT00W1Y0112288,382
4235,1G1AY0787C5116238,90
4236,1P3EW65F6VV300981,131
4237,WBAUC73508VF22084,369
4238,JM1NB354040405729,376
4239,WBA8G5C55GK442951,243
4240,WBABW53476PZ41056,90
4241,WDDDJ76X16A060583,647
4242,SAJXA4DC8CMB48275,628
4243,WBAUC73588VF24181,90
4244,WP1AB29P96LA63954,299
4245,WP0AB2A73JL133020,116
4246,1ZVBP8CF5E5320277,90
4247,2G1WX12K2Y9212516,532
4248,WBAGJ8329WDM23035,705
4249,5YJXCDE20HF054967,112
4250,WDDDJ76XX6A061358,202
4251,WP1AB2A29DLA81903,90
4252,WBSPM9C58BE202579,123
4253,WBSBF0323SEN90942,467
4254,WDBJF55F9VA377908,196
4255,WDDJK7KA1DF011806,340
4256,JTJBT20X270125954,360
4257,WP0AD2A95FS166609,311
4258,WBAUC9C51DVM13362,438
4259,3VWJ17AT8EM653437,90
4260,WDBWK54F17F161382,97
4261,JTEBU5JR5L5769376,486
4262,JT6HJ88J7V0182225,740
4263,1G6AL1RY2K0128580,216
4264,WDBUF22X07B088065,90
4265,WAUKE5444LN024133,739
4266,5UMBT93507LY53059,283
4267,WBSCD0320VEE12553,90
4268,JA32W8FV1DU024541,90
4269,WBS1J3C01L7G97684,409
4270,6G2VX12G44L280311,122
4271,WDBEA92E9SF307780,605
4272,1FTXW43R98EA81089,146
4273,1G1YY12S935103496,495
4274,6G3F15RW7GL203328,649
4275,WBABW53445PL51783,507
4276,1GTHK232X5F866055,90
4277,WDBAB23A7DB380820,686
4278,YV1902SH4F1202066,298
4279,WDBPJ74J75A044665,551
4280,WP0AB2A96HS124927,90
4281,SAJWA4FC2BMB42091,90
4282,WBA6B4C55FD761771,235
4283,SALAG2V68EA725252,532
4284,1J4FJ68S0WL262537,180
4285,JTEBU11F48K016770,90
4286,WP0AB29931S685788,364
4287,WUARU78E37N901643,656
4288,JHMAP21425S008821,354
4289,WDDKJ7CB5BF121964,392
4290,JT6HT00W0X0057234,551
4291,ZAMBC38A150017309,742
4292,SSF8R-600917,383
4293,WAUXU64BX2N143252,273
4294,WBAEC7400H0607816,581
4295,WDDNG71X97A031098,447
4296,JN1CZ14S7EX014127,581
4297,SCFAC23332B500465,752
4298,JM1NDAC7XG0108340,90
4299,JT3HT05J0Y0096742,497
4300,WP0AA2A82JK262237,90
4301,WDBSK79F18F141153,503
4302,JS3LA11S1V4100030,406
4303,SALGV5RE8JA393536,115
4304,1G6A15S68J0161037,360
4305,SAJWA6FC8E8K07936,160
4306,WBAVT73557FV29042,409
4307,WP1AA2A20DLA11192,214
4308,2G2FV32G8W2207982,287
4309,WBAHJ6326SGD25357,314
4310,1G1FC1RS0G01127944,325
4311, PF423-016352,630
4312,1HGEJ1127RL022910,649
4313,JH4DC435XTS026300,343
4314,WUARL48H05K900086,90
4315,ZAMEC38A850017966,636
4316,WVWAF03D768002386,522
4317,SJAAC2ZV1HC013261,108
4318,5GRGN22U15H124572,340
4319,WBSDE93441BZ97492,90
4320,JM1NA3514M0208149,140
4321,SALJY1249VA707689,319
4322,JH4KA8172PC000198,397
4323,TRUK1AFK1A1020828,507
4324,WP0CA298X7U711268,647
4325,WBADC7408G0961173,671
4326,JH4NA115XNT000983,369
4327,WAUU2AF21KN031352,118
4328,WDDGF7HB0DA758342,381
4329,WUAKBAFX2H7901051,90
4330,WP0AB2A75HL122997,90
4331,1C4AJWAG8EL304909,279
4332,WBABB1301J8273551,740
4333,WAUUL78E57A225226,388
4334,WP1AC29P74LA92959,179
4335,WMWRE33495TD90689,111
4336,5YJSA1CGXDFP27741,462
4337,WDBUF70J44A465963,495
4338,1FMDU32X3RUA52497,90
4339,JF1VA2S69F9830275,742
4340,SCBGT3ZA5EC092718,90
4341,2G1FT3DW4B9191263,313
4342,1FMDU32X3RUD38012,167
4343,JTEBU11F470002183,94
4344, SALTY1243XA208981,432
4345,1C4AJWAG5GL233560,403
4346,JF2SJGTC4HH423859,257
4347,KCH100010105,283
4348,WBACN33401LK46929,116
4349,WP0AB29856U784857,171
4350,WP0CA29952S653809,90
4351,WP0AB29985S740399,193
4352,WDBUH76J55A771802,467
4353,WBAFR9C52BC271071,517
4354,WDBJH82JX2X064427,496
4355,1FAFP48YX3F314382,90
4356,WUAKBAFX1H7902112,710
4357,WP0AA29912S622760,487
4358,WP0AC29907S792643,90
4359,JN1AZ4EH5GM934421,166
4360,2B3CJ7DJ8BH500896,144
4361,WBS2U7C53K7D17256,626
4362,1ZVHT88S175360595,161
4363,YV1A22VL3J1053147,210
4364,WBSBF9326SEH03015,90
4365,JM1NA3517L0129315,500
4366,1G2PG9792GP275703,385
4367,1C4RJFDJ2FC173987,90
4368,JHMEH6166PS013885,409
4369,W1NYC7HJ5MX404904,133
4370,JHMBB6147XC010538,172
4371,WDBSK79F25F090709,101
4372,2G4WB52K8T1503280,595
4373,WDBPJ76J23A037035,665
4374,SCFSSGAWXMGN05797,249
4375,1FAFP47V5XF197761,90
4376,1C4RJFDJ4EC380928,101
4377,JN1CZ04S3CX625862,312
4378,3GNFK12328G296588,411
4379,WBSBL93426PN64406,154
4380,WBSDE9349YBZ96266,90
4381, WBS4Y9C5XJAA85782,397
4382,WAU4FAFL1AA035193,504
4383,5YJ3E1EB6KF390153,157
4384,137PH84336E234030,438
4385,1GNGK26J9WJ315345,97
4386,WDBSK72F97F122665,371
4387,JM1NDAB71G0104341,290
4388,JF1ZCAC1XG9600660,159
4389,WBAFR9C59DC271555,381
4390,WP0AD2A96KS140238,105
4391,WP0CB29974S676055,353
4392,JN1AR5EF0HM820784,263
4393,WDDDJ76X26A042531,495
4394,1GNDT13W0X2158438,299
4395,5YJ3E1EB0MF862107,90
4396,WBSBR93415PK10213,90
4397,1G1YY26E785104955,671
4398, WBSNB93538CX10590,455
4399,5YMGY0C50CLK27438,426
4400,JHMBB6247VC009448,466
4401,WBXPA93475WD06394,90
4402,JF1GM6751WG402493,231
4403,JT4RN01P8N0030908,110
4404,JM1NB354440405071,410
4405,JHMAP1149YT001275,104
4406,JTJHT00W953553957,476
4407,WBSJF0C54JB283270,90
4408,5YJSA1E46GF159401,200
4409,WBAAH510X02786867,454
4410,WDBUF76J66A855330,375
4411,JF1VA2U65F9820842,515
4412,WDBVF78J55A001171,466
4413,WBSDE93431BZ97886,90
4414,WBAGJ8327WDM17363,717
4415,WAUFB085XGA073950,90
4416,YV1RH527172630349,146
4417,WP0AA29849U760797,459
4418,1FTER4FH7KLA11773,465
4419,WDBUH77X67B106634,392
4420,1GNEK13R8WJ379467,222
4421,WP0AB2A89EK192822,630
4422,5YJ3E1EB4JF113080,557
4423,19UUA66204A001788,251
4424,WDBUH83J04X118512,412
4425,WP0AA2990YS621916,655
4426,WP0AB298X6U784417,440
4427,WP0AF2A72FL080547,126
4428,WVGPT77L16D056248,90
4429,SALAG2V68EA720830,482
4430,JN1AR5EFXEM270845,378
4431,JF1GR8G69EL200903,453
4432,YV1672MKXB2244656,452
4433,5YJYGDEE2LF057154,362
4434,WMWRE33454TD86217,355
4435,SALDV3283SA976755,90
4436,WBAEK13587CN83307,320
4437,JP3CW40W1NZ005296,532
4438,WDBNG76J85A443796,451
4439,WAUGU44D53N001835,521
4440,WP0AB29808U780847,180
4441,CT21S478309,131
4442,WDDYK7HA6LA025721,342
4443,WUARL48H28K900093,206
4444,SALTL16403A826410,175
4445,JF4GG22625G054169,222
4446,WBAGJ0344YDD73671,291
4447,4USDU53427LF77281,90
4448,WBAUP7C57BVF07982,628
4449,1GTGK24R2XR717373,213
4450,1G1AY8781C5110921,354
4451,JT6HT00W6X0065077,221
4452,JH4NA1156MT003054,747
4453,JHMEH9598SS010615,90
4454,P35W0319146,116
4455,WBSDE93432CF90861,173
4456,ZN661YUL5HX257263,200
4457,JTJHY00W194018946,691
4458,1FMRU18WXWLB80309,776
4459,K100P-000117,320
4460,WDBGA32G6XA426706,419
4461,WDBRF40J25F643846,693
4462,JM1FD3317P0209301,587
4463,1FTEW1E56KKC78844,294
4464,2GTFK29K4S1585693,90
4465,WDBUF77X87A997277,328
4466,WP0AB2A92HS123130,437
4467,WP1AF2A23ELA38809,90
4468,WDBAB23A4BB250751,528
4469,WAUXU64B32N030825,90
4470,LH850009468,334
4471,2B4GH2532RR712189,521
4472,JM1FC3514J0105954,426
4473,WP0AC29968S792230,273
4474,SAJWA6ET9H8K43401,292
4475,WF0DP3TH1H4122349,143
4476,WBAGN83554DK11096,719
4477,JM2UF1117G0522630,369
4478,047128,577
4479,5TDBT44A06S276789,133
4480,AE111-5022051,301
4481,WUA1CBF25NN900065,152
4482,4USDU53567LV34651,588
4483,JTMHY7AJ2D4012838,90
4484,JHMED836XLS002824,406
4485,SAJDA15BX3MF50662,612
4486,WUAAU34269N002683,292
4487,WDBJF65J11B246504,621
4488,1FTJW36G1SEA25732,90
4489,JT6HT00W7X0040785,208
4490,JT8BH28FXY0180099,119
4491,4USCH3343YLF43016,462
4492,5UXFA93565LE83195,495
4493,5YJSA1E24FF118021,231
4494,JT3HT05JXY0080404,90
4495,2G1FZ1EE5F9701022,90
4496,WBA3R5C56FK370886,166
4497,WDDYJ7JA1JA018282,90
4498,WBS8M9C55J5L00634,140
4499,WDDHF7HB0AA110550,90
4500,JF4GG226X5H056486,392
4501,WBAUT9C56BA189803,90
4502,RPS13014353,364
4503,WBSDE93451BZ97386,235
4504,JTEBU14R338000944,371
4505,WP1AC29P68LA83840,90
4506,JF1GR89628L834071,90
4507,WBSDE9340YBZ95894,206
4508,2MEFM75V46X640247,321
4509,JM1NA3538R0500671,266
4510,WBSEH93406B798037,90
4511,1G6DV1EP9C0121700,124
4512,WDDEJ76X18A010564,356
4513,WBAUP935X9VF46054,679
4514,YV1RH527562539728,137
4515,YS3FH79Y146008477,423
4516,WP0AA2993YS620548,647
4517,WBSDE93443CF93270,627
4518,WDB1400321A127156,158
4519,WDBUF76J46A839000,663
4520,WDBUF76J26A884727,528
4521,WBAPT7C52AC237463,752
4522,WBSVA93508E041136,90
4523,WAURD68D81A014372,544
4524,4USBT33555LR70404,117
4525,WBAHE5327SGA64660,174
4526,JTJHT00W364011426,90
4527,ZARBB32N2M6009286,396
4528,5UMBT93577LY53172,397
4529,WAUKA84A3SN121759,187
4530,WUAAU34269N001159,361
4531,JT3HJ85J2T0128166,202
4532,1G1Y52D91K5800524,440
4533,1FA6P8JZ6L5552004,126
4534,WBSKG9C55DJ593489,90
4535,WBSWD93528PY42747,90
4536,1G1YY36W485102269,105
4537,WP1AB2A56HLB18308,474
4538,WMWSX3C59CT408056,735
4539,U42V0109247,475
4540,JT1V0LJ7009018442,749
4541,WP1AC29P05LA91475,276
4542,WP1AC2A2XBLA86389,741
4543,WUARL48H05K900377,273
4544,WP0AB2A97DS122842,110
4545,3GCUKSEJ7EG460560,151
4546,5YJSA1CN0CFP01307,675
4547,JTEBU11F570014259,202
4548,WDDHH8JB0GB211276,480
4549,WP0AA0950GN150753,398
4550,SAJWA73B94TG20318,200
4551,WBS6C9C5XFD467823,243
4552,5YJ3E1EB6KF437424,325
4553,WAURV78T29A023896,594
4554,JM1NDAD78G0117455,755
4555,JTDDY32TXY0017869,419
4556,1FA6P8CFXH5217502,563
4557,JF1ZCAC14J9603562,206
4558,1FT8W3BT2HEF43584,174
4559,WDBUF76JX4A500545,90
4560,2G2WC54C451343008,136
4561,WBAUT93599A189708,221
4562,SCCPC11165HL30235,269
4563,1C6JJTBG8ML527731,146
4564,SCA1S68414UX07168,193
4565,JN1AZ34E26M354737,381
4566,WBAAG3308C8050385,531
4567,JH4KA7665SC001915,623
4568,WDBSK76F25F087071,396
4569,4E3AL54F1TE262049,556
4570,1C4RJFDJ0JC436731,90
4571,WBSBR93402EX23153,675
4572,WMWRE93536YB72022,720
4573,JF1VA1G60F9834539,482
4574,SCBLC31E4YCX05266,157
4575,JTHBP5C20C5010189,360
4576,WBSWD93529P362001,678
4577,WDDKK5GF1BF083941,158
4578,1ZVFT82HX65110677,384
4579,SAJWA6DA1FMK14785,409
4580,JZA800016545,332
4581,1FTRX18L32NA19994,90
4582,JT3HT05J5Y0086448,481
4583,KMHGH4JF0BU034867,283
4584,JA3BN74K2PY005287,90
4585,5YJSA1E61MF442799,236
4586,JHMAP21258S001316,424
4587,WBAGJ8326WDM16642,425
4588,WBABD53405PL17409,664
4589,4USCJ3320VLC03904,304
4590,JTJHT00W864019134,349
4591,KZN1850017584,343
4592,2HGED736XMH008077,355
4593,5YMGY0C57DLL15789,528
4594,WBA3B9C58DF140655,308
4595,WUAYU48H28K800214,438
4596,JT3HN86R020379467,363
4597,WBAUT9C5XBA191683,118
4598,WVWLF7AU4GW141540,733
4599,WBSNB93578CX08860,224
4600,WBSKG9C5XDJ593276,186
4601,JT3FJ60G5G1134843,357
4602,WBSDE9344YBZ94988,609
4603,2G1FK1EJ8A9150546,392
4604,SCFAD01A56GA05473,341
4605,WBANW53598CT34432,720
4606,JTHBP5C26B5009157,545
4607,WDBFA67F6WF170274,90
4608,WP0AB29846U784333,746
4609,WBADN53433GF71380,629
4610,1J4FA69S13P338821,214
4611,SALLDHMV7BA240897,90
4612,SCBCR63W04C022383,767
4613,WBAUC9C50CVM12153,90
4614,1FA6P8AM7G5321896,375
4615,WP0CB29888U732148,347
4616,WDDHF9AB4BA504995,90
4617,WAUBGAFL0FA090794,209
4618,4S4BT63C555108001,697
4619,JN1RZ24D1RX546075,578
4620,SALLDVBV7FA370383,446
4621,ZFFEW59A170153799,277
4622,WDDEJ76X57A003986,298
4623,3GNGK26G91G193469,272
4624,7FCTGAAL5NN003522,108
4625,WBA3A9G55FNN73386,364
4626,1GCPTEE16J1302134,90
4627,WBSBG9331XEY83031,90
4628,JT8JZ31C1P0010422,90
4629,JA32Y6HV3BU030995,90
4630,SALMF1E4XCA362569,258
4631,BJ42-007060,329
4632,WBANV93598CW51413,173
4633,WBA3A5G53ENN66251,185
4634,3C3CFFFHXDT613638,311
4635,5UXFG8C53ALZ94685,353
4636,WDBWK54F87F161900,654
4637,SCFAD01A17GA07755,90
4638,WP0CA2981WU620632,411
4639,WUAW2CFC8FN900392,90
4640, WMWSX3C52CT465618,427
4641,JH4DB7661SS001499,90
4642,WBSEK93528CY79502,754
4643,JN1CZ04S3CX625862,90
4644,WUADU78E68N900398,132
4645,JT3HJ85J7V0159450,90
4646,WBSBL93406PN63982,147
4647,WDDGF77X99F236896,714
4648,1G1YT2D63G5610906,322
4649,TRUUT28N711023281,90
4650,1FA6P8CF6G5322603,133
4651,WBSBR93446PK12569,90
4652,WBADN63453GN88863,622
4653,WDBBA45A3CB010933,357
4654,WP0AB2A9XFS125673,215
4655,JH4NA126X3T000003,327
4656,WBA3A9C58EF686392,111
4657,WP1AC29PX8LA91536,572
4658,WBAAD1307H8832973,349
4659,4JGBB77E39A456462,781
4660,JF1GD70635L501167,192
4661,JM1NDAL74J0203712,403
4662,1FAFP42RX3F446964,452
4663,JM1FC3318J0631958,662
4664,EXY100013792,371
4665,WAUBGAFL6DA102685,287
4666,1VWDC017XEV093802,560
4667,SALWZ2REXLA722125,116
4668,WDBPJ78J32A021891,460
4669,1HGCV2E38KA029676,395
4670,WBAUC73539VK80857,241
4671,1FTEF14Y6TLA84225,90
4672,7FCTGAAA8NN006204,90
4673,SAJJA41B8YPA07679,90
4674,1C4BJWDGXEL106963,151
4675,WBADX7C55BE242282,90
4676,1J4FA69S54P777957,398
4677,WDBGA76G0WA380709,90
4678,W1NYC6BJ4MX420434,90
4679,SALLDVAB8FA359544,90
4680,WVWEE4509PK003128,353
4681,WDCYC5FF1HX280916,90
4682,WDDWJ8HB5HF428270,90
4683,WDBFA63E8SF116076,378
4684,JTEBU14R070112010,292
4685,SCEDT26T5BD001216,564
4686,WAUH2BFC2GN154276,291
4687,1J4GL48535W680651,458
4688,2HGEJ634XYH110972,558
4689,SALTL124XYA276842,304
4690,WDBTK77G27T085353,657
4691,3D7LS38C85G772102,90
4692,WBSPM9C59BE698928,180
4693,1FA6P8CF1K5195977,370
4694,WBSBR93481EX20905,112
4695,UCF200072803,90
4696,WDBFA63F3VF150780,231
4697,1G1YY3186J5102577,116
4698,JTJHT00W713506274,111
4699,JF1ZNAA16D1700147,216
4700,ZARBA5569H1052092,339
4701,WDBRF40J05F618265,697
4702,WBSNB93597CX07241,262
4703,WVWPD63B03P295941,573
4704,WBSEH93466B797944,563
4705,WP0AA29922S620533,532
4706,JN1CZ24HXMX504733,172
4707,1FALP47V7VF169685,297
4708,SALSF25429A210033,102
4709,WDBPJ79J85A043937,229
4710,WDBEA36E9RB993196,115
4711,WDBUF76J75A784475,133
4712,WDBJF74H5XA948733,304
4713,5YJSA1E45GF142816,90
4714,4T1VK12W1PU108861,531
4715,SCFAB42362K402336,402
4716,WDDYJ7JA8GA005828,251
4717,DE3A-0000433,488
4718,JTJHT00W654001004,182
4719,SALLDHMF8TA976562,448
4720,WVWDB4500LK014100,521
4721,WP0CA29992S650184,90
4722,SALSH2E43BA291205,103
4723,WBA5B1C5XGG131061,339
4724,WDBGA70G1VA347810,252
4725,WBA3A9G52DNP36993,290
4726,1G8MB35BX8Y130236,392
4727,WDCYC7DF4GX243081,263
4728,WBSDE9348YBZ95187,340
4729,WVWWF7AU2HW112102,147
4730,WBSCM9337XLC60301,187
4731,WV2NB47071H139981,406
4732,JH4DC53056S021004,628
4733,WBA3B3C50DJ810192,662
4734,WAU4GAFBXBN045929,424
4735,3C3AY75S65T338033,115
4736,PG6SA100200,283
4737,WBABS53493JU98547,391
4738,WBAAB5402H9802379,385
4739,JF1ZNAA1XJ9700391,90
4740,JT4RN13P4P6049717,378
4741,1C3AN65L25X032365,304
4742,S81P-126881,475
4743,WBAEV53464KM07539,297
4744,JTEBU5JR7L5751137,367
4745,2FABP79F8HX161395,612
4746,2C3CDZC9XKH699690,523
4747,WP0AA2A93BS706266,90
4748,WBAJV6C57JBJ99177,501
4749,YV1SJ527472658409,459
4750,WV2MB47033H030402,705
4751,JM1NB3538Y0150583,265
4752,WBSNB93586B582818,238
4753,ECR33-031227,207
4754,WDDHF7GB4FB098096,103
4755,WBA3G7C52EKN36577,543
4756,GF8006233,347
4757,WDDGF77X38F153415,388
4758,JZX90354800,451
4759,1G1YY12S545119681,293
4760,WBSBR93412EX22562,511
4761,WDBVG78J24A000524,516
4762,WBSNB93557CX07673,535
4763,WDDNG71X27A117532,605
4764,JM1BK34L991230250,542
4765,1GDCT18Z2N0810889,475
4766,1GNET13H482254354,451
4767,1FMEE5EP5MLA43209,195
4768,JT6HJ88J1T0149542,90
4769,5TFLU4ENXFX141137,90
4770,SALTY1241YA266881,427
4771,JM1NA3513P1407790,250
4772,1FTEW1EF2GFC32890,546
4773,1GKGK26U63R270272,90
4774,JTEHT05JX22029990,391
4775,WDBUH83J15X167879,644
4776,WBS3R9C5XFK331849,472
4777,JTMCY7AJ0M4101477,125
4778,ZAM45VLA5G0163186,213
4779,1G1YY32G9Y5106784,195
4780,K340002354,291
4781, KMHGH4JH3EU086810,412
4782,WDDHF0EB3EA854483,354
4783,JF1ZNAA14H9703104,98
4784,JH4DC2396YS004762,105
4785,WAUKF78E18A112857,698
4786,JT3HN86R8W0167499,231
4787,SCFBF04B78GD08924,670
4788,JM1NA3534T0704083,425
4789,JT8UZ30C5N0007342,90
4790,JTEBU14R868066507,90
4791,WUAW2AFCXEN903104,649
4792,5UXFA53572LH79993,727
4793,WDDHH7GB5EB055721,322
4794,1G6VS3382MU126705,413
4795,1FTEX1E62AFD80316,90
4796,1ZVBP8JS6C5257591,329
4797,SAJWA6AT9H8K38818,727
4798,WAUPNAF41HA164344,718
4799,JHMED9366LS010912,348
4800,SALWZ2FE0HA131149,125
4801,SALLJGBF8VA711091,90
4802,JS4JC51VXH4130890,362
4803,1G1YY12S335118219,221
4804,WBANV9C52AC136842,466
4805,1G6AN5SY8G0188365,432
4806, JW2-1002363,578
4807,WDBFA67F2WF160650,417
4808,1C4BJWCG5DL533404,412
4809,SHHFK8G74KU204082,754
4810,WBAPM7G54ANL88901,90
4811,TRUUT28N911001024,290
4812,YV1AH852X81070370,486
4813,JM1NA3516L0131945,248
4814,WP0CB29882U662982,643
4815,WAPB628014B620003,662
4816,WP0JB0924JS860850,663
4817,WBAAB5404G9632623,410
4818,V24-4039213,90
4819,JA3BN74KXPY038537,90
4820,WDBLK70G7YT036015,689
4821,JT4VN36H2N0012325,305
4822,WVWAH63D748009073,101
4823,042818,543
4824,WP0AA29904S620713,129
4825,SALTW19404A856589,375
4826,4USCK5339XLE95265,696
4827,WBACB3310PFE14626,559
4828,WAUB4AF42JA099149,122
4829,JA3AH86DX4U070155,98
4830,3FMTK4SE6MME03373,187
4831,1GNEV18K9HF172451,124
4832,2D4GZ48V55H688790,523
4833,1FMEU15H1SLA98015,95
4834,WD4PE7DC7E5890512,146
4835,WDBJF25H6XA759283,388
4836,WBAEV53462KM20773,112
4837,1GBEG25K8M7103532,426
4838,ZARFAEAV2H7535435,90
4839,WDBAB93A1BN000858,502
4840,WDBSK7BA7BF165513,682
4841,SCFAB42302K402817,270
4842,JHMBB6149YC800702,90
4843,JT4RN62S3H0158399,248
4844,1GCJK391X1E319602,255
4845,WDBGA32E0NA066179,453
4846,WP0AA0957GN153567,105
4847,2G1FP22P5R2132784,224
4848,WDDKJ5GB6AF013933,98
4849,1GT42YEY6JF262922,536
4850,WAURVAFD4CN020006,132
4851,1G1YB2D70K5101294,90
4852,WP0JB0929GS862599,626
4853,JT6HJ88J6T0132588,404
4854,1GKEK18S4RJ755756,411
4855,WBACN334X1LM03494,587
4856,WBAEJ13492AH61629,644
4857,WBAGK2326WDH69122,461
4858,WBADR63423GN92650,335
4859,WAUBGAFL6CA058234,390
4860,WBS4Y9C59JAC87321,206
4861,JF1VA2E63M9807454,97
4862,ZAMBB18A530010562,335
4863,WMWRH33566TF86364,343
4864,19UUA65514A027845,101
4865,WBAGG8347YDN76919,90
4866,WDDXK8CB6HA019071,90
4867,JN8AR05Y6WW218611,342
4868,1FAFP45X7XF133340,332
4869,WBAEV53435KM41116,655
4870,JNKNG01D1SM307531,357
4871,WMWXM9C57K2F66419,413
4872,JT8BF28G110306452,479
4873,JTEBU14R68K013987,117
4874,WBAAD1304H8832154,403
4875,7FCTGAAL8NN005359,90
4876,1G6A15S61J0117509,102
4877,6G1MK5U24DL827181,306
4878,5YJ3E1EA9JF155137,300
4879,1FA6P8JZ0H5522309,278
4880,WBS6E9C59GG393773,560
4881,JT2SW22NXM0022792,438
4882,WDDWJ8HB4HF482563,334
4883,SALTY19484A867947,577
4884,JT2ST87F2M0091781,137
4885,JTHBP262985002044,90
4886,SCCLMDVN2HHA10783,186
4887,3VWJA7ATXFM609831,129
4888,WDBAB93A6DN016587,745
4889,WMWSU9C50DT722045,654
4890,SALGR2VF2FA226372,453
4891,WDBUF76JX5A715490,196
4892,1B3ES66S83D229732,782
4893,WBS3R9C5XFK331575,502
4894,WDCYC7DFXEX219929,136
4895,WBA3D5C58EF147111,306
4896,WBSBR93421EX20320,90
4897,1J4FA49S66P718522,101
4898,JN1AZ36A56M458388,249
4899,WDBFA67FXVF144582,459
4900,V244039020,192
4901,J2F23010558,348
4902,SAJWJ6DL0GMK27756,371
4903,JTEBU4BFXBK115262,284
4904,WDBFA67F9WF167336,658
4905,JM1NDAC75H0122101,395
4906,JT6HT00W4X0047726,90
4907,WDB46332817071337,416
4908,1G8ZK5576RZ220864,495
4909,WUARL48H65K901260,105
4910,WVWCC515XNK000658,635
4911,WBABW53405PL52266,90
4912,WDB46320417079951,768
4913,WP0CA2988XU628860,90
4914,KM51-0065780,231
4915,JH4DB7565SS016119,621
4916,1J4GL58K47W571176,131
4917,WDBAB33C3FA247701,90
4918,1G1Y42D99K5801682,90
4919,JT3HJ85J7V0183764,217
4920,YS3AL35L3K3019846,494
4921,KZN130-9029202,550
4922,1FAFP42X2XF189481,319
4923,5YJXCDE22HF040200,549
4924,1G1BL52P7TR194459,160
4925,WUADU98E88N902505,229
4926,2G1FP32P4T2101376,455
4927,6G2VX12G44L285346,90
4928,WDBUF76J74A553249,466
4929,WBAGG8345YDN80645,269
4930,WDBWK73F78F177181,145
4931,WMWMF73528TT93846,312
4932,SCCDC0823XHA15748,90
4933, WBAGG83471DN84346,367
4934,1G1YA2D47M5101952,516
4935,WBSWL93528P330229,263
4936,1GNGK26U75R100069,431
4937,WBACE81080EU95320,265
4938,WUARU78E97N905809,362
4939,4JGDF7FE6HA913794,264
4940,WP0CB29989S755774,298
4941,SAJWA01A48FN85612,108
4942,ZFFYU51A210123166,404
4943,JZX903049398,300
4944,SAJNV5843JC146129,90
4945,WBAHD6320SGK81425,525
4946,WBAPN7C53BA950069,404
4947,1B3BV51K2GG236868,734
4948,WBAAD1305H8832339,255
4949,SALAG2D45CA634131,454
4950,WP0AB29807U782077,724
4951,JT2SW22J8M0004269,90
4952,SALLDHAV7FA360813,90
4953,1G1YY26E375128796,271
4954,1G1FK1R61J0110776,311
4955,1J4FF58S31L537659,725
4956,WBSNB93528CX09821,90
4957,1G1YY33P0P5113166,763
4958,1GTHK29D67E175073,90
4959,WDBCA32C8FA191123,629
4960,SALHV1245NA611677,388
4961,WDBTK75G45T053570,490
4962,WBAUC73558VF22310,147
4963,19UUA65515A038359,719
4964,WP0CB29872S660104,622
4965,WP0AA29987S710521,90
4966,WBA5M2C35HG499387,248
4967,WAUFB0812GA019071,327
4968,1GCHK33W1FS158858,98
4969,4JGAB74E6YA164254,704
4970,WBSWD93528PY40447,139
4971,WAUBGAFL7DA164094,476
4972,WDBLJ70G31F171516,355
4973,WBAKN9C57GD962138,714
4974,JN1AZ4EH6LM821720,348
4975,SALJY1246VA718942,97
4976,5TFCZ5ANXHX116528,90
4977,WBAUU3C54BA950998,237
4978,1FTEW1E52KFC89204,377
4979,JN1CZ24H1MX502918,375
